Visits,id,Title,Parent,Parent Slug
3,3061,How to Avoid Student Debt: A 5-Step Guide,168,student
0,3063,Finding the Best Debt Consolidation Companies,138,debt-consolidation
7,3065,7 Ways to Make Extra Money and Pay Down Debt,138,debt-consolidation
13,3067,How to Stop Debt Collectors from Calling?,138,debt-consolidation
29,3069,Personal Loans For Debt Consolidation: Reasons to Consolidate,7396,debt-consolidation/personal
57,3073,Medical Debt Consolidation: 4 Ways to Consolidate Unpaid Medical Bills,138,debt-consolidation
0,3074,Debt Relief Options: Overcoming Insurmountable Debt,19622,debt-relief
0,3075,Debt Consolidation vs Bankruptcy: Which is Best for Me?,138,debt-consolidation
15,3076,Debt Management: 3 Things You Must Do After Consolidating Your Debt,138,debt-consolidation
20,3077,5 Smart Ways to Get Out of Debt,138,debt-consolidation
22,3078,8 Debt Consolidation Facts You Need to Know,138,debt-consolidation
20,3079,Credit Counseling Vs. Debt Consolidation: Which is Best for You?,138,debt-consolidation
0,3080,Tips to Control Your Bad Spending Habits,138,debt-consolidation
53,3082,How Does Debt Consolidation Work?,138,debt-consolidation
15,3083,Setting a Timeline to Pay Off Your Debt,138,debt-consolidation
4,3084,Choosing a Debt Consolidation Solution in 2018,138,debt-consolidation
48,3086,Consolidating Credit Card Debt in 5 Easy Steps,7443,debt-consolidation/credit-card
0,3087,How to Avoid Debt Consolidation Scams,138,debt-consolidation
0,3088,Does Debt Consolidation Affect Your Credit?,138,debt-consolidation
36,3094,Federal or private student loans? Which should you choose?,168,student
36,3095,How to Pay Off Credit Card Debt: 4 Options,7443,debt-consolidation/credit-card
40,3096,The 5 Best Ways to Consolidate Debt in 2018,138,debt-consolidation
0,3098,Pros and Cons of Debt Consolidation Loans,138,debt-consolidation
12,3101,Benefits of Debt Consolidation,138,debt-consolidation
5,3102,Using a Home Equity Loan for Debt Consolidation,138,debt-consolidation
0,3107,Setting Financial Goals,176,finance
0,3108,What is a Consolidation Loan?,138,debt-consolidation
48,3109,Cash-out Refinancing for Debt Consolidation,138,debt-consolidation
49,3240,Secured Loans,164,personal
0,3241,Using a Personal Loan to Pay Off Your Car,164,personal
9,3242,What to Know About Personal Loans,164,personal
22,3243,5 Smart Reasons to Get a Personal Loan,164,personal
0,3245,Best Ways to Get a Personal Loan,164,personal
30,3246,The Truth About Installment Loans,164,personal
4,3247,Inflation Is Rising: Could Now Be the Time to Get a Personal Loan?,164,personal
0,3248,Using a Personal Loan to Pay Off Credit Cards,164,personal
0,3251,What are Personal Loan Used For: 15 Uses for a Personal Loan,164,personal
0,3252,Personal Loan Problems: 5 Risks of Personal Loans,164,personal
0,3253,7 Signs of a Personal Loan Scam,164,personal
0,3257,Using Personal Loans to Rebuild Credit,164,personal
27,3258,"5 Bad Reasons to Get a Personal Loan, and What to Do Instead",164,personal
37,3260,Is Borrowing a Personal Loan a Bad Idea?,164,personal
0,3261,How to Finance a Tiny House,164,personal
0,3262,Types of Personal Loans: Which Option Works For You?,164,personal
26,3263,4 Personal Loan Mistakes to Avoid,164,personal
0,3265,Personal Loan Contract: What You Should Know,164,personal
0,3266,How to Finance a New AC Unit: What You Need to Know,164,personal
41,3268,What You Need to Know Before Getting a Personal Loan,164,personal
0,3269,How to Qualify for Low Interest Personal Loans,164,personal
0,3270,Can You Use a Personal Loan to Buy a Car Instead of an Auto Loan?,164,personal
21,3271,How to Find the Best Personal Loan Companies,164,personal
20,3272,How to Apply for a Bank Loan and Get Approved,164,personal
0,3273,Do You Need a Personal Line of Credit?,7473,personal/personal-line-credit
0,3274,Pros and Cons of a Personal Line of Credit,7473,personal/personal-line-credit
56,3275,Personal Loans vs. Payday Loans: 5 Things to Know,164,personal
0,3276,Which is Better: A Personal Loan or Home Equity Loan?,164,personal
0,3277,How to Get Approved for a Personal Loan by Improving Your Chances,164,personal
0,3278,Can You Refinance a Personal Loan?,164,personal
29,3279,What's the Difference Between Person to Person Loans and Personal Loans?,164,personal
0,3280,What Credit Score Do You Need for a Personal Loan?,164,personal
21,3281,Personal Line of Credit vs. Credit Card: Which Makes More Sense?,7473,personal/personal-line-credit
17,3283,Pawn Shop Loans and Personal Loans: Understand the Difference,164,personal
0,3284,How to Qualify for a Personal Loan: Are you a good candidate?,164,personal
22,3285,Personal Loans: Cheaper Credit Card Alternatives,164,personal
0,3286,5 Things to Consider Before Getting a Personal Loan,164,personal
53,3287,"Personal Loans, Title Loans and Payday Loans: There's a BIG Difference!",164,personal
0,3288,Personal Loans With a Cosigner: Getting a Joint Personal Loan,164,personal
0,3291,How Do Personal Loans Work?,164,personal
11,3292,Lending Money to Family: Things to Consider,176,finance
0,3293,Getting a Loan? Ways to Get a Personal Loan,164,personal
0,3294,Second Mortgage: What You Need to Know,142,home/home-equity
8,3298,Reverse Mortgage vs HELOC: Which Is Better for Me?,7471,home/home-equity/heloc
0,3301,The Pros and Cons of a Home Equity Loan,142,home/home-equity
0,3304,Using Home Equity loan to Invest,142,home/home-equity
17,3305,Using a Home Equity Loan to Finance Your Startup,142,home/home-equity
13,3306,The Ultimate Guide To Home Improvements,7430,home/home-equity/home-improvement
0,3307,4 Things to Consider Before Using a HELOC for Debt Consolidation,7471,home/home-equity/heloc
1,3308,6 Smart Ways to Leverage Your Home Equity,142,home/home-equity
31,3309,How to Get the Best Home Equity Loan Rates in 2017,142,home/home-equity
0,3310,Should You Use a Home Equity Loan for College Expenses?,142,home/home-equity
0,3312,How Long Are Home Equity Loan Terms?,142,home/home-equity
0,3313,Using a Home Equity Loan to Buy a Car,142,home/home-equity
0,3314,How Much are Home Equity Loan Closing Costs?,142,home/home-equity
0,3315,Using a Home Equity Loan to Pay Off Credit Cards Quickly,7471,home/home-equity/heloc
0,3316,Top 10 HELOC FAQs,7471,home/home-equity/heloc
0,3317,Can You Get a Home Equity Loan After Bankruptcy?,142,home/home-equity
0,3318,Is Home Equity Interest Tax Deductible?,142,home/home-equity
0,3322,How to Get a Home Equity Loan,142,home/home-equity
0,3325,Get a Home Equity Loan with Bad Credit,142,home/home-equity
0,3326,Home Equity Loan vs Home Equity Line of Credit,142,home/home-equity
0,3328,"Cash-Out Refinance, HELOC and Home Equity Loans: Which Is Best for You?",142,home/home-equity
0,3329,How Much is My House Worth: Understanding Home Equity,142,home/home-equity
0,3331,How to Refinance a HELOC,7471,home/home-equity/heloc
0,3332,HELOC Balloon Payments: Finding a Way Out,7471,home/home-equity/heloc
0,3333,7 Home Equity Loan Rules to Live by,142,home/home-equity
0,3335,HARP: What is it and how does it work?,624,home/refinance/harp
6,3337,Can I Refinance My Mortgage? Here's What You Need to Know,150,home/refinance
0,3338,Cash-Out Refinance: Know Your Options,7459,home/refinance/cash-out
6,3339,10 Best Refinancing Tips for Homeowners,150,home/refinance
0,3340,Should You Refinance Your Home or Pay It Off?,150,home/refinance
0,3344,Can I Refinance? Refinance Requirements for Your Mortgage,150,home/refinance
0,3345,Should I Refinance My Home?,150,home/refinance
1,3347,15 Year Refinance: Is a 15 Year Mortgage Right For You?,150,home/refinance
9,3348,Interest-only Mortgage: Should You Refinance,150,home/refinance
0,3349,How to Refinance Rental Property,150,home/refinance
0,3350,How to Lower Your Mortgage Payment,150,home/refinance
0,3352,3 Top Reasons Your Mortgage Refinance Was Denied,150,home/refinance
0,3353,Should I Refinance My Mortgage: Rule of Thumb,150,home/refinance
28,3354,Should You Refinance with Your Current Lender?,150,home/refinance
0,3355,How Long Does it Take to Refinance a House?,150,home/refinance
0,3356,How Often Can You Refinance Your Home?,150,home/refinance
0,3357,Can I Refinance a Mortgage When my Home is for Sale?,150,home/refinance
0,3359,Mobile Home Refinancing: Property Requirements,150,home/refinance
0,3360,Can You Refinance After Bankruptcy?,150,home/refinance
0,3361,Refinance Condo: What You Need to Know,150,home/refinance
0,3362,How to Refinance a Defaulted Mortgage,150,home/refinance
0,3363,How Much Does It Cost To Refinance?,150,home/refinance
45,3364,How To Refinance an Underwater Mortgage,624,home/refinance/harp
0,3365,Why You Don't Actually Skip a Mortgage Payment When Refinancing,150,home/refinance
0,3366,Refinance Before a Divorce? See the Pros and Cons,150,home/refinance
11,3367,Why Waiting to Refinance Could Cost You $21k,150,home/refinance
0,3368,Learn How to Refinance With Bad Credit,150,home/refinance
0,3369,Cash Out Refinance For Home Improvement,7459,home/refinance/cash-out
0,3370,Is it Bad to Refinance Your Home Multiple Times?,150,home/refinance
14,3371,"Refinancing can Save Money, but not for Long",150,home/refinance
6,3376,Learn How to Refinance Jumbo Loans,150,home/refinance
0,3378,Should You Refinance Your ARM to a Fixed Rate Mortgage?,150,home/refinance
32,3380,How to Properly Compare Refinance Offers,150,home/refinance
6,3383,Rent or Buy a Home: Which Is More Affordable?,146,home/mortgage
0,3384,Bank Staff Cuts Could Affect Shopping for Mortgages,146,home/mortgage
3,3385,The Clock Is Ticking: Why You Should Buy a Home Now,146,home/mortgage
3,3386,Mortgage Rates Too High for 41 Percent of All Current Borrowers,146,home/mortgage
9,3387,5 Things to Never Hide from Your Mortgage Broker,146,home/mortgage
4,3388,Latest Figures Show Distressed Mortgages on the Wane,146,home/mortgage
3,3389,Inflation's Summer Vacation Is Good News for Mortgage Rates,146,home/mortgage
4,3390,Local Communities Work to Increase Real Estate Affordability,146,home/mortgage
3,3391,New Tax Credit for First-time Home Buyers Proposed on Capitol Hill,146,home/mortgage
3,3392,"Will Brexit Lead to Mortgage Opportunities, or Shut Them Down?",146,home/mortgage
21,3393,Mortgage Application Checklist - All the Documents You'll Need,146,home/mortgage
14,3394,The True Costs of Buying a Home,146,home/mortgage
0,3395,What is PMI and is it really that bad?,7449,home/mortgage/down-payment
14,3396,3 Things You Should Do Before Applying for Your First Home Loan,146,home/mortgage
12,3397,5 Situations Where You'll Need to Submit Extra Paperwork with Your Mortgage Application,146,home/mortgage
0,3398,How to Cancel Private Mortgage Insurance (PMI),7449,home/mortgage/down-payment
0,3399,How To Buy Your Parent's Home,146,home/mortgage
0,3400,Complete Guide to HomeStyle Renovation Mortgage,146,home/mortgage
18,3401,5 Things You Should Know About Closing Costs,7457,home/mortgage/closing-costs
0,3402,5 Tips on Shortening Your House Hunt So You Can Buy Now,146,home/mortgage
0,3403,Down Payment Requirements for Rental Property: What You Should to Know,146,home/mortgage
0,3404,Borrowing Money for a Down Payment,7449,home/mortgage/down-payment
0,3405,How to Buy a Beach House,146,home/mortgage
4,3406,Will Mortgage Protection Insurance Benefit You?,146,home/mortgage
0,3407,How to Finance a Duplex,146,home/mortgage
8,3408,How Much Shopping Around for a Mortgage Can Save You,146,home/mortgage
0,3409,What Is the Difference Between Mortgage Rate and APR?,146,home/mortgage
0,3410,How to Find Stated Income Loans,146,home/mortgage
15,3411,8 Ways To Save Money on Your Mortgage Before You Close,146,home/mortgage
15,3412,Mortgage Closing Costs: Is Title Insurance a Rip Off?,7457,home/mortgage/closing-costs
13,3413,Does It Make Sense to Pay Off My Mortgage Early?,146,home/mortgage
0,3414,Borrowing from Your 401k for a Down Payment on Your House,7449,home/mortgage/down-payment
0,3415,Do No Income Verification Mortgages Still Exist?,146,home/mortgage
0,3416,Salary Requirements to Buy a House Vary Greatly Depending on Where You Look,146,home/mortgage
16,3417,3 Reasons Why You Shouldn't Wait to Buy a Home,146,home/mortgage
12,3418,"VA, FHA or Conventional Home Loans: Which is Right for You?",146,home/mortgage
0,3419,Home Loans for Self-Employed Borrowers: Preparation is Key,146,home/mortgage
7,3420,"Mortgage Insurance: What, When, and Why",146,home/mortgage
0,3421,Mortgages: Loan Demand Soars with Rising Home Sales,146,home/mortgage
0,3422,Today's Minimum Mortgage Requirements,146,home/mortgage
0,3423,Your Mortgage: Do You Want a Long or Short-Term Relationship?,146,home/mortgage
0,3424,What Sort of Low Income Home Loans Are Available?,146,home/mortgage
0,3425,How Does a Mortgage Work?,146,home/mortgage
38,3426,Credit Score For A Home Loan: What You Need To Know,146,home/mortgage
0,3427,How Big of a Mortgage Can I Get?,146,home/mortgage
0,3428,Overcoming Obstacles to Buying a Home,146,home/mortgage
0,3430,Guide to Understanding Private Mortgage Insurance (Thatâ€™s PMI),7449,home/mortgage/down-payment
22,3431,Mortgage News -- How To Overcome Tight Credit,146,home/mortgage
0,3432,Mortgage News: CFPB Says Some Lenders Discriminated Against Social Security Recipients,146,home/mortgage
8,3433,Does Your Lender Have Their Mortgage License?,146,home/mortgage
34,3434,Understanding Closing Costs: Who Pays and How,7457,home/mortgage/closing-costs
0,3435,Buying a New Home vs. a Pre-Owned Home,146,home/mortgage
0,3436,"Financing a Rental Property: How Can I, and Should I?",146,home/mortgage
2,3437,Mortgage News: Lender Complaints Decline,146,home/mortgage
0,3438,What Is Escrow? Closing Your Purchase or Refinance,7445,home/mortgage/closing-process
25,3439,Second Home Mortgage: 4 Questions to Ask Before You Buy a Second Home,146,home/mortgage
2,3440,How Much Does it Cost to Sell a House?,7457,home/mortgage/closing-costs
14,3441,How to Buy a House: All the Steps You Need to Know,146,home/mortgage
0,3442,Getting a Home Loan with Bad Credit: Not Impossible,146,home/mortgage
2,3444,"Buying a Home; Ready, Set, Move",146,home/mortgage
14,3445,Mortgage Qualification: Unraveling the Mystery,146,home/mortgage
2,3446,Why the Mortgage Comparison Game Has Become Easier,146,home/mortgage
3,3447,Mortgage Types: Translation Please!,7455,home/mortgage/types
9,3448,Best Mortgages: How to Find Them,146,home/mortgage
9,3449,Buying a House: A Practical Approach,146,home/mortgage
18,3450,Mortgage Down Payment Can Be Smaller Than You Think,7449,home/mortgage/down-payment
13,3451,Mortgage Closing: How it Works,7445,home/mortgage/closing-process
0,3453,Investment Property Mortgage Rates,146,home/mortgage
0,3454,The Lesser-Known 40-Year Mortgage: What You Should Know,146,home/mortgage
0,3455,How to Get Preapproved for a Home Loan,146,home/mortgage
5,3456,How to Get Approved for a Home Loan,146,home/mortgage
19,3457,Buying a Second Home: 7 Questions to Ask First,146,home/mortgage
5,3458,FHA Loan Qualifications: What You Need to Know,146,home/mortgage
33,3459,How FHA Loans Work,27,home/fha
3,3460,Is There Life in the Housing Market Yet?,146,home/mortgage
17,3461,How Much Mortgage Can You Afford?,146,home/mortgage
2,3463,Time for ARMs?,146,home/mortgage
23,3464,How to Compare Home Loans,146,home/mortgage
33,3465,Q&A: Why Are Jumbo Loans So Cheap?,146,home/mortgage
0,3466,Mortgage Q & A: Getting A Home Loan After Bankruptcy,146,home/mortgage
0,3467,Calculating your debt-to-income ratio,146,home/mortgage
0,3468,Benefits of Closing at the End of the Month: When is Your First Mortgage Payment Due?,146,home/mortgage
22,3469,Self-Employed Mortgages Become More Common,146,home/mortgage
0,3470,5 Ways to Accelerate Your Mortgage Payoff,146,home/mortgage
0,3471,Getting a Mortgage After Bankruptcy: What You Need to Know,146,home/mortgage
0,3472,Mortgages for a Vacation Home,146,home/mortgage
0,3473,A Good Faith Estimate (GFE) details mortgage fees,146,home/mortgage
0,3474,7 Things to Know When Buying a House,146,home/mortgage
22,3475,How to Find a Low Down Payment Mortgage,7449,home/mortgage/down-payment
9,3476,6 Mortgage shopping myths,146,home/mortgage
8,3477,15-Year Mortgages Can Mean Big Savings,146,home/mortgage
9,3478,Conforming Loans,146,home/mortgage
21,3479,Home Appraisals: What You Should Know,146,home/mortgage
12,3480,Benefits of Government Home Loans,146,home/mortgage
15,3481,ARM Payment Calculator,146,home/mortgage
7,3482,Making Home Affordable Program,7426,home/refinance/hamp
9,3483,What interest rate will you pay on your loan?,146,home/mortgage
5,3484,Home buyers nab low interest rates,146,home/mortgage
2,3485,10 Questions To Ask Your Mortgage Lender,146,home/mortgage
0,3486,3 things to know before you apply for a loan,146,home/mortgage
0,3487,12 questions to help you pick a loan officer,146,home/mortgage
0,3488,Checklist: Steps to Closing a Mortgage Home Loan,7445,home/mortgage/closing-process
0,3489,The Home Closing Process,7445,home/mortgage/closing-process
0,3490,Negotiating a house purchase in today's market,146,home/mortgage
17,3491,Ask an Expert: Are Mortgage Rates Negotiable?,146,home/mortgage
24,3492,How to Decode Mortgage Words and Terms,146,home/mortgage
16,3493,20 Questions to Ask Before You Pick a Home Loan,146,home/mortgage
20,3494,Getting a mortgage if you're self-employed,146,home/mortgage
2,3495,Five Smart Tips for Home Buyers,146,home/mortgage
10,3497,Can You Afford to Buy a Home?,146,home/mortgage
0,3498,How Much to Put Down On a Home,146,home/mortgage
0,3499,What is a hybrid mortgage? Is it right for you?,146,home/mortgage
0,3500,Interest-Only Mortgages: What You Need to Know,146,home/mortgage
12,3501,Do I need a mortgage co-signer if I am self-employed?,146,home/mortgage
12,3502,Piggyback Mortgages Let You Tap Your Home Equity When Buying,146,home/mortgage
0,3503,Which is better: PMI or piggyback loan?,7449,home/mortgage/down-payment
14,3504,A Teaser Rate: Is that low interest rate too good to be true?,146,home/mortgage
28,3505,Down payment: What is the purpose?,7449,home/mortgage/down-payment
12,3506,How much can you afford to borrow?,146,home/mortgage
0,3507,How Do 80 10 10 Loans Work?,146,home/mortgage
15,3508,Are You Ready for Home Ownership?,146,home/mortgage
9,3509,Avoiding Loan Delays: How to Keep Your Loan From Being Derailed,146,home/mortgage
0,3510,Do I have to have private mortgage insurance (PMI),7449,home/mortgage/down-payment
0,3511,What is a Balloon Mortgage Loan?,146,home/mortgage
0,3512,Everything You Should Know Before Buying a Condo,146,home/mortgage
0,3513,Bridge Financing Basics,146,home/mortgage
0,3514,Builder Buy-Downs Lower Monthly Mortgage Payments,146,home/mortgage
13,3515,Selling and Buying a Home at the Same Time,146,home/mortgage
5,3516,Ask an Expert: Buying and selling a home,146,home/mortgage
0,3517,Condo vs. House: Which is right for you?,146,home/mortgage
5,3518,10 Steps to Buying Your First Home,146,home/mortgage
0,3519,Choosing the best lender for your needs,146,home/mortgage
11,3520,Home buying mistakes,146,home/mortgage
27,3521,17 Common Mortgage Terms To Know,146,home/mortgage
0,3522,Down Payment Assistance Programs,7449,home/mortgage/down-payment
0,3523,Ups and Downs of Down Payments,7449,home/mortgage/down-payment
0,3524,How to Evaluate Home Offers to Purchase,146,home/mortgage
13,3525,Fannie Mae and Freddie Mac Home Loans,146,home/mortgage
0,3526,When is Your Mortgage Loan Approved?,146,home/mortgage
0,3527,Understanding Construction Loans,146,home/mortgage
7,3528,Is that home price fair market value?,146,home/mortgage
0,3529,The HUD-1 Settlement Statement,146,home/mortgage
0,3530,Is PMI Tax Deductible?,7449,home/mortgage/down-payment
0,3531,Why Loan-To-Value Ratio Matters,146,home/mortgage
21,3532,Making a down payment,7449,home/mortgage/down-payment
22,3533,Mortgages: It's NOT all about the monthly payment,146,home/mortgage
8,3534,Budgeting for closing: Costs and fees to get a mortgage,7457,home/mortgage/closing-costs
0,3535,No Closing Cost Mortgage Loans,7457,home/mortgage/closing-costs
0,3536,Ask an expert: Should you pay discount points on an ARM?,146,home/mortgage
15,3537,Low down payment? A piggyback loan or PMI can help,7449,home/mortgage/down-payment
0,3538,Pros and Cons of Condominium Living,146,home/mortgage
14,3539,Qualifying for a Home Loan,146,home/mortgage
0,3540,Understanding The HUD-1 Settlement Statement,146,home/mortgage
0,3541,Shopping Around for a Loan,146,home/mortgage
7,3542,Staging a Home on a Budget,146,home/mortgage
0,3543,How Much is a Down Payment on a House?,7449,home/mortgage/down-payment
0,3544,4 Mortgage Tax Benefits You Get When Owning a Home,146,home/mortgage
1,3545,Title Insurance Basics,146,home/mortgage
0,3546,The Truth-in-Lending Disclosure Statement is now the Loan Estimate (for Most People),146,home/mortgage
0,3547,Good Faith Estimate (GFE) and Loan Estimate: Understanding the Costs of Your Mortgage,146,home/mortgage
0,3548,Ask an expert: What if a buyer backs out of a contract before closing?,7445,home/mortgage/closing-process
0,3549,Escrow: What it is and how it works,146,home/mortgage
0,3550,What is Title Insurance?,146,home/mortgage
5,3551,Five reasons to buy a home around the holidays,146,home/mortgage
7,3552,How to Get Your House Ready to Sell,146,home/mortgage
11,3553,Lock in your mortgage interest rate and points,146,home/mortgage
10,3554,Step 4: Negotiating Home Sale Offers,146,home/mortgage
4,3559,Understanding Small Business Loan Requirements,8474,business/small
12,3561,Government Student Loans: Unsubsidized vs. Subsidized Student Loans,168,student
0,3569,Refinancing an Upside Down Car Loan,7509,auto/refinance/car-loans
0,3573,How to Pay for Your Honeymoon,3125,personal/wedding
0,3576,Engagement Ring Financing,3125,personal/wedding
0,3580,Ways to Save Money on Your Wedding,3125,personal/wedding
0,3583,Vacation Financing: Paying for a Vacation with a Personal Loan?,3121,personal/travel
0,3586,How to Qualify for Peer-to-Peer Loans,3115,personal/peer-to-peer
7,3825,The Complete Guide to Graduate Student Loans,168,student
8,3853,4 Common Struggles for Small Business Owners,129,business
0,3863,Classic Car Loans: How To Finance a Classic Car,99,auto
0,3896,What Is a Business Line of Credit?,8022,business/line-of-credit
0,3905,How to Get a Business Loan: Step-by-Step,7494,business/requirements
20,3914,Small Business Loan Application Requirements: Private vs. Government,7494,business/requirements
0,3917,Taking Advantage of Government Business Loans,8015,business/sba
8,3922,Start Up Business Loans: 8 Different Options,129,business
16,3926,How to Fund A Small Business,7494,business/requirements
0,3930,Planning Your Small Business Funding for 2018,8474,business/small
10,3933,How to Find Small Business Grants,129,business
0,3936,Business Loans for Bad Credit Applicants: Do They Exist?,129,business
17,3939,A Basic Guide to Microloans,8015,business/sba
20,3942,The Pros and Cons of a Business Acquisition Loan,129,business
0,3947,Small Business Loans for Women in 2017,8474,business/small
18,3950,Running a Small Business: Tips from Successful Business Owners,129,business
0,3953,How to Find Small Business Investors,129,business
18,3956,Short Term Business Loans: The Basics,8018,business/short-term
3,3959,An Easy Way to Get New Business Loans,129,business
0,3962,The Pros and Cons of Small Business Administration (SBA) Business Loans,8015,business/sba
7,4087,FAFSA Application Guide: 7 Steps to Get Started,168,student
3,4832,Alternatives to Private Student Loan Forgiveness,172,student/refinance
5,5177,Mortgage Fraud: Don't Be an Accidental Criminal,146,home/mortgage
2,5182,New State Rankings Report Says Down Payment Amounts are Increasing,7449,home/mortgage/down-payment
0,5188,What You Should Know Before Applying For a Mortgage,146,home/mortgage
4,5193,Will Mortgage Underwriting Get Tougher?,146,home/mortgage
23,5295,Lending Discrimination: What it Is and Isn't,146,home/mortgage
0,5328,Financing a Car: A Guide to Getting Your Wheels,99,auto
0,5399,5 Ways to Make Smarter Use of Your Credit Cards,133,credit-cards/tips
0,5499,Help for Single Women Home Buyers,146,home/mortgage
0,5501,Ask an expert: Seller Breaking a Real Estate Contract,146,home/mortgage
0,5502,Buying a Home with a Shared-Equity Mortgage,146,home/mortgage
0,5503,How Lease-to-Own Homes Work: A Guide,146,home/mortgage
0,5514,"Letter of Explanation: What, Why and How",146,home/mortgage
0,5518,Is the New 15/15 ARM Money Saver Loan for You?,146,home/mortgage
9,5522,Credit Catastrophe? Improve Credit Scores in 5 Steps,20369,credit-repair
0,5533,National Average Monthly Mortgage Payment,146,home/mortgage
0,5548,Understanding Lender Fees,146,home/mortgage
0,5549,Understanding Your Escrow Account,146,home/mortgage
0,5553,Denied Credit for Your Home Loan: What's Next?,146,home/mortgage
0,5554,Why It Can Be Difficult to Get Small Mortgage Loans,146,home/mortgage
0,5555,Federal Funds Rate: How the Fed Impacts Interest Rates,146,home/mortgage
0,5556,ARM Caps Can Curtail High Payment Shocks,146,home/mortgage
0,5583,Construction Loans,146,home/mortgage
0,5589,Good Faith Estimate,146,home/mortgage
0,5597,Home Loan Q & A: Getting a Mortgage with a New Job,146,home/mortgage
0,5599,How Surprise Undisclosed Debt Can Sink Your Mortgage Application,146,home/mortgage
0,5713,6 Reasons You Need a Credit Card with an Annual Fee,133,credit-cards/tips
0,5717,SparkÂ® Miles Select for Business Review,133,credit-cards/tips
0,5722,10 Signs You Need a Personal Loan,164,personal
3,5723,Inflation Threat to Mortgage Rates Continues to Grow,146,home/mortgage
4,5726,Inflation Looks Like a Bigger Threat to Mortgage Rates than the Fed,146,home/mortgage
0,5727,What's The Difference Between Freelancer and Small Business Owner Roles?,129,business
0,5728,Brexit and Low Mortgage Rates for the Summer,5299,home/mortgage/rates
0,5734,When is your mortgage payment late?,146,home/mortgage
4,5735,Allowance For Kids: How Much is too Much,176,finance
0,5736,Fed Slashes Interest Rates,133,credit-cards/tips
9,5737,How To Buy A Car in 7 Steps,99,auto
0,5738,7 credit card agreement terms defined,133,credit-cards/tips
0,5739,7 ways to protect yourself from credit card fraud,133,credit-cards/tips
0,5740,7 things to look for in your mortgage loan,146,home/mortgage
0,5741,Convert your garage into living space,146,home/mortgage
14,5743,What to consider before you cosign a mortgage loan with a significant other,146,home/mortgage
0,5746,Types of Credit Scores: Understanding the Differences,2206,credit-score
0,5750,Getting Your Prequalification Letter,2990,home/mortgage/pre-approval
0,5753,How to Improve Your Credit Score,20369,credit-repair
6,5754,How Your Checking Account Impacts Your Credit Score,2206,credit-score
2,5757,Credit Score and Mortgage: Five Surprising Things You Don't Know,2206,credit-score
0,5758,Unsecured Personal Loans: When Do They Make Sense?,3123,personal/unsecured
0,5760,Signature Loans with No Credit Check: Don't Get Ripped Off,3119,personal/signature
0,5761,Secured Credit Cards,133,credit-cards/tips
0,5762,Loans for Bad Credit,20369,credit-repair
0,5763,Can You Change Your Credit Card's Due Date?,133,credit-cards/tips
3,5765,Survey: 44% of $100-149K Earners Live Paycheck to Paycheck,176,finance
0,5767,Survey: 52% of Americans Are Clueless About Credit Card Rewards,133,credit-cards/tips
13,5768,How to Get a Excellent Credit Score,2206,credit-score
5,5769,Types of Credit: Tips for Credit Improvement,2206,credit-score
16,5770,Why The Age of Your Credit History is Important,2206,credit-score
3,5771,Credit Payment History: How it Affects Your Credit Score,2206,credit-score
2,5774,Title Insurance: What You Pay When You Refinance,150,home/refinance
0,5775,FHA Refinance: Conventional or Streamline?,27,home/fha
0,5776,Getting a Mortgage Pre-Approval Letter,2990,home/mortgage/pre-approval
0,5783,What to do when you are denied credit by a lender,20369,credit-repair
0,5787,How to read a mortgage statement,146,home/mortgage
0,5788,Down Payment on a Used Car: How Much To Put Down,99,auto
11,5789,How to Avoid Car Leasing Charges,99,auto
9,5790,Car Value: Learn How to Determine a Cars Value,99,auto
0,5791,Unsecured Loan Basics,3123,personal/unsecured
0,5792,Credit cards with reward benefits,133,credit-cards/tips
0,5793,Avoiding credit card traps,133,credit-cards/tips
0,5794,Credit card minimum payments,133,credit-cards/tips
0,5795,How Fed rate cuts affect credit card interest rates,133,credit-cards/tips
0,5796,The hidden costs of credit cards,133,credit-cards/tips
0,5797,What you need to know about credit cards,133,credit-cards/tips
0,5798,Why store credit cards can ruin your credit score,133,credit-cards/tips
10,5799,What to Know Before Filing Bankruptcy,20369,credit-repair
0,5800,Co-signing a Loan: Understand the Obligation,2206,credit-score
0,5801,Trigger Leads Opt Out: Credit Bureaus Sell Personal Data,2206,credit-score
15,5802,How Bad Credit Affects You,20369,credit-repair
18,5803,How interest rates affect credit,2206,credit-score
14,5804,Bankrupcy Laws You Should be Aware of Before Filing,23650,bankruptcy
0,5805,Hard Credit Inquiry Versus Soft Credit Inquiry,2206,credit-score
7,5806,How to Check Your Credit Report: Things You Should Be Looking For,2206,credit-score
5,5807,Fair Credit Reporting Act: Understanding Your Rights,2206,credit-score
17,5808,VantageScore FAQs,2206,credit-score
10,5809,Prevent identity theft,2206,credit-score
10,5810,How to interview a buyer's agent,146,home/mortgage
5,5811,What Does a Real Estate Lawyer Do?,146,home/mortgage
0,5814,Do Mortgage Rates Vary by Lender?,5299,home/mortgage/rates
0,5815,Negotiating the Lowest Mortgage Interest Rates,5299,home/mortgage/rates
0,5816,What Determines Your Mortgage Rate?,5299,home/mortgage/rates
10,5817,Jumbo Rates Are Falling Down,146,home/mortgage
0,5818,HARP 2.0 Refinance Program,624,home/refinance/harp
0,5820,Different Hoax for Different Folks: Mortgage Advertising Scams,2206,credit-score
